5 Minutes	Flow (Veh/5 Minutes)	Speed (mph)	# Lane Points	% Observed
03/18/2014 19:15	350	70.2	3	100
03/18/2014 19:20	344	71.1	3	100
03/18/2014 19:25	336	70.5	3	100
03/18/2014 19:30	241	71	3	100
03/18/2014 19:35	279	71.8	3	100
03/18/2014 19:40	319	71.2	3	100
03/18/2014 19:45	278	71.2	3	100
03/18/2014 19:50	292	71.3	3	100
03/18/2014 19:55	318	64.6	3	100
03/18/2014 20:00	297	70.6	3	100
03/18/2014 20:05	232	71.6	3	100
03/18/2014 20:10	260	64.2	3	100
03/18/2014 20:15	270	67.8	3	100
03/18/2014 20:20	279	69.5	3	100
03/18/2014 20:25	194	71.5	3	100
03/18/2014 20:30	213	72.2	3	100
03/18/2014 20:35	229	72.4	3	100
03/18/2014 20:40	219	72.8	3	100
03/18/2014 20:45	196	72.9	3	100
03/18/2014 20:50	197	72.4	3	100
03/18/2014 20:55	207	73.6	3	100
03/18/2014 21:00	205	73.9	3	100
03/18/2014 21:05	200	73.7	3	100
03/18/2014 21:10	169	74.3	3	100
03/18/2014 21:15	182	74.2	3	100
03/18/2014 21:20	196	74.6	3	100
03/18/2014 21:25	152	74.2	3	100
03/18/2014 21:30	216	73.3	3	100
03/18/2014 21:35	171	73.1	3	100
03/18/2014 21:40	145	73.2	3	100
03/18/2014 21:45	202	73.5	3	100
03/18/2014 21:50	169	74.2	3	100
03/18/2014 21:55	167	73.9	3	100
03/18/2014 22:00	163	74.3	3	100
03/18/2014 22:05	158	74.1	3	100
03/18/2014 22:10	144	74.2	3	100
03/18/2014 22:15	184	74.1	3	100
03/18/2014 22:20	166	73.7	3	100
03/18/2014 22:25	200	73.8	3	100
03/18/2014 22:30	137	73.9	3	100
03/18/2014 22:35	113	74.5	3	100
03/18/2014 22:40	113	74.7	3	100
03/18/2014 22:45	134	74.8	3	100
03/18/2014 22:50	103	74.4	3	100
03/18/2014 22:55	130	74.4	3	100
03/18/2014 23:00	88	74.7	3	100
03/18/2014 23:05	120	74.3	3	100
03/18/2014 23:10	92	74.4	3	100
03/18/2014 23:15	100	74.4	3	100
03/18/2014 23:20	74	74.4	3	100
03/18/2014 23:25	103	74.2	3	100
03/18/2014 23:30	78	74.2	3	100
03/18/2014 23:35	100	74.1	3	100
03/18/2014 23:40	75	73.9	3	100
03/18/2014 23:45	97	73.3	3	100
03/18/2014 23:50	90	73.4	3	100
03/18/2014 23:55	80	73.6	3	100
03/19/2014 00:00	61	65.9	3	100
03/19/2014 00:05	48	72.1	3	100
03/19/2014 00:10	61	72.4	3	100
03/19/2014 00:15	61	72.8	3	100
03/19/2014 00:20	39	73.1	3	100
03/19/2014 00:25	59	73.4	3	100
03/19/2014 00:30	66	74	3	100
03/19/2014 00:35	59	73.7	3	100
03/19/2014 00:40	60	73.7	3	100
03/19/2014 00:45	44	73.8	3	100
03/19/2014 00:50	35	73.7	3	100
03/19/2014 00:55	43	73.9	3	100
