Timestamp	Occ (%)	Flow (Veh/5min)	# Lane Points	% Observed
03/13/2014 00:00:00	.0144	55	3	100
03/13/2014 00:05:00	.0169	50	3	100
03/13/2014 00:10:00	.0142	52	3	100
03/13/2014 00:15:00	.0193	62	3	100
03/13/2014 00:20:00	.0216	67	3	100
03/13/2014 00:25:00	.0138	48	3	100
03/13/2014 00:30:00	.0218	77	3	100
03/13/2014 00:35:00	.0122	47	3	100
03/13/2014 00:40:00	.0181	60	3	100
03/13/2014 00:45:00	.0125	39	3	100
03/13/2014 00:50:00	.0117	44	3	100
03/13/2014 00:55:00	.0187	68	3	100
03/13/2014 01:00:00	.0115	43	3	100
03/13/2014 01:05:00	.011	33	3	100
03/13/2014 01:10:00	.0102	35	3	100
03/13/2014 01:15:00	.0073	32	3	100
03/13/2014 01:20:00	.013	45	3	100
03/13/2014 01:25:00	.0107	42	3	100
03/13/2014 01:30:00	.0159	50	3	100
03/13/2014 01:35:00	.016	52	3	100
03/13/2014 01:40:00	.0101	33	3	100
03/13/2014 01:45:00	.0069	21	3	100
03/13/2014 01:50:00	.0153	35	3	100
03/13/2014 01:55:00	.0058	19	3	100
03/13/2014 02:00:00	.0047	16	3	100
03/13/2014 02:05:00	.008	26	3	100
03/13/2014 02:10:00	.0053	18	3	100
03/13/2014 02:15:00	.0105	29	3	100
03/13/2014 02:20:00	.0037	15	3	100
03/13/2014 02:25:00	.0085	23	3	100
03/13/2014 02:30:00	.0072	23	3	100
03/13/2014 02:35:00	.0066	17	3	100
03/13/2014 02:40:00	.0068	18	3	100
03/13/2014 02:45:00	.0049	16	3	100
03/13/2014 02:50:00	.0079	22	3	100
03/13/2014 02:55:00	.0092	29	3	100
03/13/2014 03:00:00	.0097	26	3	100
03/13/2014 03:05:00	.0052	18	3	100
03/13/2014 03:10:00	.0104	24	3	100
03/13/2014 03:15:00	.0099	19	3	100
03/13/2014 03:20:00	.0121	30	3	100
03/13/2014 03:25:00	.017	32	3	100
03/13/2014 03:30:00	.0085	25	3	100
03/13/2014 03:35:00	.01	23	3	100
03/13/2014 03:40:00	.0059	20	3	100
03/13/2014 03:45:00	.0094	20	3	100
03/13/2014 03:50:00	.0118	25	3	100
03/13/2014 03:55:00	.0096	21	3	100
03/13/2014 04:00:00	.0095	17	3	100
03/13/2014 04:05:00	.01	25	3	100
03/13/2014 04:10:00	.0116	28	3	100
03/13/2014 04:15:00	.0072	20	3	100
03/13/2014 04:20:00	.0131	28	3	100
03/13/2014 04:25:00	.0122	33	3	100
03/13/2014 04:30:00	.011	33	3	100
03/13/2014 04:35:00	.0096	31	3	100
03/13/2014 04:40:00	.0063	23	3	100
03/13/2014 04:45:00	.0147	43	3	100
03/13/2014 04:50:00	.0109	30	3	100
03/13/2014 04:55:00	.0147	45	3	100
03/13/2014 05:00:00	.0171	47	3	100
03/13/2014 05:05:00	.0169	51	3	100
03/13/2014 05:10:00	.0139	45	3	100
03/13/2014 05:15:00	.0201	76	3	100
03/13/2014 05:20:00	.0158	53	3	100
03/13/2014 05:25:00	.0252	83	3	100
03/13/2014 05:30:00	.0294	91	3	100
03/13/2014 05:35:00	.0255	96	3	100
03/13/2014 05:40:00	.0225	96	3	100
03/13/2014 05:45:00	.026	101	3	100
03/13/2014 05:50:00	.026	92	3	100
03/13/2014 05:55:00	.0442	130	3	100
03/13/2014 06:00:00	.0524	117	3	100
03/13/2014 06:05:00	.0323	106	3	100
03/13/2014 06:10:00	.0374	142	3	100
03/13/2014 06:15:00	.0436	165	3	100
03/13/2014 06:20:00	.0443	164	3	100
03/13/2014 06:25:00	.0511	199	3	100
03/13/2014 06:30:00	.0461	196	3	100
03/13/2014 06:35:00	.0555	218	3	100
03/13/2014 06:40:00	.0646	265	3	100
03/13/2014 06:45:00	.0577	241	3	100
03/13/2014 06:50:00	.0552	226	3	100
03/13/2014 06:55:00	.0566	242	3	100
03/13/2014 07:00:00	.0574	219	3	100
03/13/2014 07:05:00	.0613	272	3	100
03/13/2014 07:10:00	.0601	242	3	100
03/13/2014 07:15:00	.0734	301	3	100
03/13/2014 07:20:00	.0693	287	3	100
03/13/2014 07:25:00	.0831	343	3	100
03/13/2014 07:30:00	.0811	340	3	100
03/13/2014 07:35:00	.0912	373	3	100
03/13/2014 07:40:00	.0897	356	3	100
03/13/2014 07:45:00	.0894	317	3	100
03/13/2014 07:50:00	.1308	326	3	100
03/13/2014 07:55:00	.0811	314	3	100
03/13/2014 08:00:00	.0761	307	3	100
03/13/2014 08:05:00	.0749	327	3	100
03/13/2014 08:10:00	.0785	331	3	100
03/13/2014 08:15:00	.0876	362	3	100
03/13/2014 08:20:00	.099	329	3	100
03/13/2014 08:25:00	.0877	332	3	100
03/13/2014 08:30:00	.0822	342	3	100
03/13/2014 08:35:00	.0727	310	3	100
03/13/2014 08:40:00	.086	334	3	100
03/13/2014 08:45:00	.0656	277	3	100
03/13/2014 08:50:00	.0532	223	3	100
03/13/2014 08:55:00	.0621	268	3	100
03/13/2014 09:00:00	.0513	199	3	100
03/13/2014 09:05:00	.0632	254	3	100
03/13/2014 09:10:00	.0532	224	3	100
03/13/2014 09:15:00	.0541	222	3	100
03/13/2014 09:20:00	.0593	235	3	100
03/13/2014 09:25:00	.0609	245	3	100
03/13/2014 09:30:00	.0659	225	3	100
03/13/2014 09:35:00	.0683	265	3	100
03/13/2014 09:40:00	.0585	215	3	100
03/13/2014 09:45:00	.0622	240	3	100
03/13/2014 09:50:00	.0596	223	3	100
03/13/2014 09:55:00	.0646	249	3	100
03/13/2014 10:00:00	.0554	213	3	100
03/13/2014 10:05:00	.0511	218	3	100
03/13/2014 10:10:00	.0556	229	3	100
03/13/2014 10:15:00	.057	195	3	100
03/13/2014 10:20:00	.0631	236	3	100
03/13/2014 10:25:00	.0571	215	3	100
03/13/2014 10:30:00	.0627	228	3	100
03/13/2014 10:35:00	.0728	270	3	100
03/13/2014 10:40:00	.0624	253	3	100
03/13/2014 10:45:00	.0639	226	3	100
03/13/2014 10:50:00	.064	243	3	100
03/13/2014 10:55:00	.0541	210	3	100
03/13/2014 11:00:00	.0513	201	3	100
03/13/2014 11:05:00	.0639	245	3	100
03/13/2014 11:10:00	.0653	250	3	100
03/13/2014 11:15:00	.0703	265	3	100
03/13/2014 11:20:00	.0719	270	3	100
03/13/2014 11:25:00	.0707	276	3	100
03/13/2014 11:30:00	.0709	262	3	100
03/13/2014 11:35:00	.0688	250	3	100
