Timestamp	Occ (%)	Flow (Veh/5min)	# Lane Points	% Observed
03/13/2014 00:00:00	.0148	77	3	66.666666666667
03/13/2014 00:05:00	.0146	72	3	66.666666666667
03/13/2014 00:10:00	.0131	66	3	66.666666666667
03/13/2014 00:15:00	.0178	86	3	66.666666666667
03/13/2014 00:20:00	.0163	85	3	66.666666666667
03/13/2014 00:25:00	.0139	69	3	66.666666666667
03/13/2014 00:30:00	.0161	84	3	66.666666666667
03/13/2014 00:35:00	.0146	71	3	66.666666666667
03/13/2014 00:40:00	.0167	81	3	66.666666666667
03/13/2014 00:45:00	.0097	51	3	66.666666666667
03/13/2014 00:50:00	.013	66	3	66.666666666667
03/13/2014 00:55:00	.0183	86	3	66.666666666667
03/13/2014 01:00:00	.0125	60	3	66.666666666667
03/13/2014 01:05:00	.0079	42	3	66.666666666667
03/13/2014 01:10:00	.0101	49	3	66.666666666667
03/13/2014 01:15:00	.0085	43	3	66.666666666667
03/13/2014 01:20:00	.0117	57	3	66.666666666667
03/13/2014 01:25:00	.009	45	3	66.666666666667
03/13/2014 01:30:00	.0157	79	3	66.666666666667
03/13/2014 01:35:00	.0117	62	3	66.666666666667
03/13/2014 01:40:00	.0094	48	3	66.666666666667
03/13/2014 01:45:00	.0077	39	3	66.666666666667
03/13/2014 01:50:00	.0067	33	3	66.666666666667
03/13/2014 01:55:00	.0083	38	3	66.666666666667
03/13/2014 02:00:00	.0044	23	3	66.666666666667
03/13/2014 02:05:00	.0074	39	3	66.666666666667
03/13/2014 02:10:00	.0053	27	3	66.666666666667
03/13/2014 02:15:00	.0066	35	3	66.666666666667
03/13/2014 02:20:00	.004	22	3	66.666666666667
03/13/2014 02:25:00	.0056	28	3	66.666666666667
03/13/2014 02:30:00	.0079	41	3	66.666666666667
03/13/2014 02:35:00	.0051	27	3	66.666666666667
03/13/2014 02:40:00	.0053	28	3	66.666666666667
03/13/2014 02:45:00	.0051	27	3	66.666666666667
03/13/2014 02:50:00	.0052	28	3	66.666666666667
03/13/2014 02:55:00	.0066	33	3	66.666666666667
03/13/2014 03:00:00	.0056	28	3	66.666666666667
03/13/2014 03:05:00	.0052	26	3	66.666666666667
03/13/2014 03:10:00	.0054	27	3	66.666666666667
03/13/2014 03:15:00	.0052	25	3	66.666666666667
03/13/2014 03:20:00	.0054	28	3	66.666666666667
03/13/2014 03:25:00	.0072	33	3	66.666666666667
03/13/2014 03:30:00	.0056	28	3	66.666666666667
03/13/2014 03:35:00	.0053	26	3	66.666666666667
03/13/2014 03:40:00	.0058	29	3	66.666666666667
03/13/2014 03:45:00	.006	24	3	66.666666666667
03/13/2014 03:50:00	.0068	33	3	66.666666666667
03/13/2014 03:55:00	.0079	33	3	66.666666666667
03/13/2014 04:00:00	.0044	22	3	66.666666666667
03/13/2014 04:05:00	.0066	31	3	66.666666666667
03/13/2014 04:10:00	.0063	32	3	66.666666666667
03/13/2014 04:15:00	.0071	34	3	66.666666666667
03/13/2014 04:20:00	.0057	29	3	66.666666666667
03/13/2014 04:25:00	.0085	42	3	66.666666666667
03/13/2014 04:30:00	.0087	45	3	66.666666666667
03/13/2014 04:35:00	.0073	39	3	66.666666666667
03/13/2014 04:40:00	.0086	44	3	66.666666666667
03/13/2014 04:45:00	.0106	53	3	66.666666666667
03/13/2014 04:50:00	.0097	47	3	66.666666666667
03/13/2014 04:55:00	.0098	50	3	66.666666666667
03/13/2014 05:00:00	.0113	54	3	66.666666666667
03/13/2014 05:05:00	.0138	68	3	66.666666666667
03/13/2014 05:10:00	.0139	70	3	66.666666666667
03/13/2014 05:15:00	.0176	90	3	66.666666666667
03/13/2014 05:20:00	.0152	78	3	66.666666666667
03/13/2014 05:25:00	.0199	102	3	66.666666666667
03/13/2014 05:30:00	.0244	116	3	66.666666666667
03/13/2014 05:35:00	.0258	134	3	66.666666666667
03/13/2014 05:40:00	.027	137	3	66.666666666667
03/13/2014 05:45:00	.0263	136	3	66.666666666667
03/13/2014 05:50:00	.0283	143	3	66.666666666667
03/13/2014 05:55:00	.033	161	3	66.666666666667
03/13/2014 06:00:00	.0353	178	3	66.666666666667
03/13/2014 06:05:00	.0304	148	3	66.666666666667
03/13/2014 06:10:00	.0386	196	3	66.666666666667
03/13/2014 06:15:00	.043	215	3	66.666666666667
03/13/2014 06:20:00	.0493	244	3	66.666666666667
03/13/2014 06:25:00	.0567	268	3	66.666666666667
03/13/2014 06:30:00	.0557	275	3	66.666666666667
03/13/2014 06:35:00	.0639	319	3	66.666666666667
03/13/2014 06:40:00	.0838	402	3	66.666666666667
03/13/2014 06:45:00	.0697	343	3	66.666666666667
03/13/2014 06:50:00	.0659	324	3	66.666666666667
03/13/2014 06:55:00	.082	394	3	66.666666666667
03/13/2014 07:00:00	.0607	298	3	66.666666666667
03/13/2014 07:05:00	.0848	401	3	66.666666666667
03/13/2014 07:10:00	.0823	401	3	66.666666666667
03/13/2014 07:15:00	.0971	461	3	66.666666666667
03/13/2014 07:20:00	.0947	452	3	66.666666666667
03/13/2014 07:25:00	.1163	543	3	66.666666666667
03/13/2014 07:30:00	.1085	505	3	66.666666666667
03/13/2014 07:35:00	.1119	520	3	66.666666666667
03/13/2014 07:40:00	.1589	519	3	66.666666666667
03/13/2014 07:45:00	.1372	393	3	66.666666666667
03/13/2014 07:50:00	.1211	489	3	66.666666666667
03/13/2014 07:55:00	.1271	517	3	66.666666666667
03/13/2014 08:00:00	.1033	463	3	66.666666666667
03/13/2014 08:05:00	.0996	481	3	66.666666666667
03/13/2014 08:10:00	.1134	537	3	66.666666666667
03/13/2014 08:15:00	.1113	494	3	66.666666666667
03/13/2014 08:20:00	.1151	479	3	66.666666666667
03/13/2014 08:25:00	.1133	486	3	66.666666666667
03/13/2014 08:30:00	.1241	558	3	66.666666666667
03/13/2014 08:35:00	.1052	492	3	66.666666666667
03/13/2014 08:40:00	.108	490	3	66.666666666667
03/13/2014 08:45:00	.0957	444	3	66.666666666667
03/13/2014 08:50:00	.0836	394	3	66.666666666667
03/13/2014 08:55:00	.0746	373	3	66.666666666667
03/13/2014 09:00:00	.0739	355	3	66.666666666667
03/13/2014 09:05:00	.0697	340	3	66.666666666667
03/13/2014 09:10:00	.0664	317	3	66.666666666667
03/13/2014 09:15:00	.0715	348	3	66.666666666667
03/13/2014 09:20:00	.068	330	3	66.666666666667
03/13/2014 09:25:00	.0717	353	3	66.666666666667
03/13/2014 09:30:00	.0769	359	3	66.666666666667
03/13/2014 09:35:00	.0764	362	3	66.666666666667
03/13/2014 09:40:00	.0725	353	3	66.666666666667
03/13/2014 09:45:00	.0703	340	3	66.666666666667
03/13/2014 09:50:00	.0675	325	3	66.666666666667
03/13/2014 09:55:00	.0636	306	3	66.666666666667
03/13/2014 10:00:00	.065	319	3	66.666666666667
03/13/2014 10:05:00	.0679	335	3	66.666666666667
03/13/2014 10:10:00	.06	285	3	66.666666666667
03/13/2014 10:15:00	.0651	314	3	66.666666666667
03/13/2014 10:20:00	.0695	321	3	66.666666666667
03/13/2014 10:25:00	.0641	307	3	66.666666666667
03/13/2014 10:30:00	.0648	294	3	66.666666666667
03/13/2014 10:35:00	.0734	352	3	66.666666666667
03/13/2014 10:40:00	.0747	366	3	66.666666666667
03/13/2014 10:45:00	.0647	313	3	66.666666666667
03/13/2014 10:50:00	.0718	339	3	66.666666666667
03/13/2014 10:55:00	.0706	328	3	66.666666666667
03/13/2014 11:00:00	.0671	322	3	66.666666666667
03/13/2014 11:05:00	.0662	319	3	66.666666666667
03/13/2014 11:10:00	.0671	320	3	66.666666666667
03/13/2014 11:15:00	.075	355	3	66.666666666667
03/13/2014 11:20:00	.0783	373	3	66.666666666667
03/13/2014 11:25:00	.0832	400	3	66.666666666667
03/13/2014 11:30:00	.0771	361	3	66.666666666667
03/13/2014 11:35:00	.0763	358	3	66.666666666667
03/13/2014 11:40:00	.0791	371	3	66.666666666667
03/13/2014 11:45:00	.0737	349	3	66.666666666667
03/13/2014 11:50:00	.0734	346	3	66.666666666667
03/13/2014 11:55:00	.0704	337	3	66.666666666667
03/13/2014 12:00:00	.0625	298	3	66.666666666667
03/13/2014 12:05:00	.0674	322	3	66.666666666667
03/13/2014 12:10:00	.0812	378	3	66.666666666667
03/13/2014 12:15:00	.0829	395	3	66.666666666667
03/13/2014 12:20:00	.082	384	3	66.666666666667
03/13/2014 12:25:00	.0744	353	3	66.666666666667
03/13/2014 12:30:00	.0802	375	3	66.666666666667
03/13/2014 12:35:00	.0788	372	3	66.666666666667
03/13/2014 12:40:00	.083	395	3	66.666666666667
03/13/2014 12:45:00	.0729	353	3	66.666666666667
03/13/2014 12:50:00	.0735	349	3	66.666666666667
03/13/2014 12:55:00	.0788	373	3	66.666666666667
03/13/2014 13:00:00	.0664	309	3	66.666666666667
03/13/2014 13:05:00	.0995	314	3	66.666666666667
03/13/2014 13:10:00	.0612	283	3	66.666666666667
03/13/2014 13:15:00	.0742	351	3	66.666666666667
03/13/2014 13:20:00	.0742	342	3	66.666666666667
03/13/2014 13:25:00	.0818	384	3	66.666666666667
03/13/2014 13:30:00	.0827	394	3	66.666666666667
03/13/2014 13:35:00	.0781	370	3	66.666666666667
03/13/2014 13:40:00	.0902	409	3	66.666666666667
03/13/2014 13:45:00	.0887	402	3	66.666666666667
03/13/2014 13:50:00	.088	397	3	66.666666666667
03/13/2014 13:55:00	.0708	332	3	66.666666666667
03/13/2014 14:00:00	.0852	386	3	66.666666666667
03/13/2014 14:05:00	.0846	401	3	66.666666666667
03/13/2014 14:10:00	.1205	425	3	66.666666666667
03/13/2014 14:15:00	.0909	415	3	66.666666666667
03/13/2014 14:20:00	.0977	433	3	66.666666666667
03/13/2014 14:25:00	.0925	424	3	66.666666666667
03/13/2014 14:30:00	.0949	424	3	66.666666666667
03/13/2014 14:35:00	.1079	498	3	66.666666666667
03/13/2014 14:40:00	.1014	456	3	66.666666666667
03/13/2014 14:45:00	.1075	495	3	66.666666666667
03/13/2014 14:50:00	.0959	435	3	66.666666666667
03/13/2014 14:55:00	.1045	475	3	66.666666666667
03/13/2014 15:00:00	.1132	500	3	66.666666666667
03/13/2014 15:05:00	.1153	501	3	66.666666666667
03/13/2014 15:10:00	.1149	505	3	66.666666666667
03/13/2014 15:15:00	.1231	542	3	66.666666666667
03/13/2014 15:20:00	.1123	505	3	66.666666666667
03/13/2014 15:25:00	.1106	466	3	66.666666666667
03/13/2014 15:30:00	.1243	467	3	66.666666666667
03/13/2014 15:35:00	.1402	489	3	66.666666666667
03/13/2014 15:40:00	.1307	515	3	66.666666666667
03/13/2014 15:45:00	.1417	467	3	66.666666666667
03/13/2014 15:50:00	.1537	423	3	66.666666666667
