Timestamp	Occ (%)	Flow (Veh/5min)	# Lane Points	% Observed
03/13/2014 00:00:00	.0173	61	3	100
03/13/2014 00:05:00	.0163	49	3	100
03/13/2014 00:10:00	.0149	56	3	100
03/13/2014 00:15:00	.02	68	3	100
03/13/2014 00:20:00	.0238	78	3	100
03/13/2014 00:25:00	.0154	51	3	100
03/13/2014 00:30:00	.0204	74	3	100
03/13/2014 00:35:00	.0143	53	3	100
03/13/2014 00:40:00	.0202	69	3	100
03/13/2014 00:45:00	.0138	45	3	100
03/13/2014 00:50:00	.011	43	3	100
03/13/2014 00:55:00	.0188	66	3	100
03/13/2014 01:00:00	.0124	49	3	100
03/13/2014 01:05:00	.0112	33	3	100
03/13/2014 01:10:00	.0097	35	3	100
03/13/2014 01:15:00	.0074	32	3	100
03/13/2014 01:20:00	.0133	47	3	100
03/13/2014 01:25:00	.0129	47	3	100
03/13/2014 01:30:00	.0162	51	3	100
03/13/2014 01:35:00	.0165	56	3	100
03/13/2014 01:40:00	.0114	38	3	100
03/13/2014 01:45:00	.0063	21	3	100
03/13/2014 01:50:00	.0159	38	3	100
03/13/2014 01:55:00	.0059	19	3	100
03/13/2014 02:00:00	.0049	17	3	100
03/13/2014 02:05:00	.0087	28	3	100
03/13/2014 02:10:00	.0054	20	3	100
03/13/2014 02:15:00	.0095	27	3	100
03/13/2014 02:20:00	.0037	14	3	100
03/13/2014 02:25:00	.0082	24	3	100
03/13/2014 02:30:00	.0074	25	3	100
03/13/2014 02:35:00	.0074	20	3	100
03/13/2014 02:40:00	.0072	18	3	100
03/13/2014 02:45:00	.0052	21	3	100
03/13/2014 02:50:00	.0073	21	3	100
03/13/2014 02:55:00	.0085	28	3	100
03/13/2014 03:00:00	.0099	28	3	100
03/13/2014 03:05:00	.0066	19	3	100
03/13/2014 03:10:00	.0091	24	3	100
03/13/2014 03:15:00	.0105	18	3	100
03/13/2014 03:20:00	.0117	31	3	100
03/13/2014 03:25:00	.0168	34	3	100
03/13/2014 03:30:00	.0083	22	3	100
03/13/2014 03:35:00	.0099	23	3	100
03/13/2014 03:40:00	.0057	19	3	100
03/13/2014 03:45:00	.0104	26	3	100
03/13/2014 03:50:00	.0114	25	3	100
03/13/2014 03:55:00	.0093	23	3	100
